Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Vehicle Age
Pontiac,regular,140.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,210,19555,21
Pontiac,regular,175.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,210,22280,21
Pontiac,regular,175.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,210,23750,20
Pontiac,regular,175.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,210,22500,20
Pontiac,regular,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,210,20090,20
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,30995,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,27395,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,21795,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,24245,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,28395,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,25245,10
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,25095,9
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,22595,9
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,28295,9
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,31495,9
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,26195,9
Dodge,flex-fuel,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,29395,9
Dodge,regular,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,29395,8
Dodge,regular,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,26695,8
Dodge,regular,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,32395,8
Dodge,regular,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1851,23995,8
Pontiac,regular,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24330,19
Pontiac,regular,303.0,8.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,16,210,27330,19
Pontiac,regular,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,18,210,21330,19
Pontiac,regular,303.0,8.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,16,210,28815,18
Pontiac,regular,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24735,18
Pontiac,regular,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,18,210,21815,18
Pontiac,regular,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,28,18,210,22210,17
Pontiac,regular,303.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,210,29325,17
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,23449,14
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,24949,14
Suzuki,regular,166.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,26,19,481,19299,14
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,22549,14
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,22899,14
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,21099,14
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,23949,13
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,21399,13
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,25249,13
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,22299,13
Suzuki,regular,166.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,26,19,481,19499,13
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,22849,13
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,23749,13
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,23799,12
Suzuki,regular,166.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,23,19,481,25949,12
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,22349,12
Suzuki,regular,166.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,26,19,481,19949,12
Suzuki,regular,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,24449,12
Chrysler,regular,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23,16,1013,2169,25
Chrysler,flex-fuel,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23,16,1013,2266,25
Plymouth,regular,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,535,2000,27
Plymouth,regular,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,535,2048,27
Plymouth,regular,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,17,535,2000,27
Plymouth,flex-fuel,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,16,535,2055,26
Plymouth,flex-fuel,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,16,535,2152,26
Plymouth,flex-fuel,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,22,16,535,2234,26
Plymouth,flex-fuel,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23,16,535,2331,25
Plymouth,regular,158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23,16,535,2267,25
Maserati,premium,395.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,238,98172,20
Maserati,premium,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,18,11,238,98872,19
Maserati,premium,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,18,11,238,104122,19
Maserati,premium,401.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,11,238,99900,19
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,143300,11
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,153400,11
Maserati,premium,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,138800,11
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,161070,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,182009,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,150465,10
Maserati,premium,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,145740,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,161070,9
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,150465,9
Maserati,premium,444.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,145740,9
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,182009,9
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,143400,11
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,126500,11
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,132825,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,165627,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,150570,10
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,150570,9
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,132825,9
Maserati,premium,454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13,238,165627,9
Lexus,premium,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,21,454,53285,9
Lexus,premium,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,33,22,454,45615,9
Lexus,premium,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,22,454,46310,8
Lexus,premium,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,21,454,53980,8
Lexus,premium,220.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,38875,21
Lexus,premium,220.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,38875,20
Lexus,premium,245.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,454,43150,19
Lexus,premium,245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,25,19,454,45100,19
Lexus,premium,306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,19,454,55070,10
Lexus,premium,306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,19,454,48600,10
Lexus,premium,306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,57330,10
Lexus,premium,306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,50850,10
Lexus,premium,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,454,50000,9
Lexus,premium,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,28,19,454,54115,9
Lexus,premium,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,50470,9
Lexus,premium,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,28,20,454,50695,8
Lexus,premium,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,454,54810,8
Lexus,premium,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,50365,8
Lexus,premium,311.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,56555,8
Lexus,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,21,15,454,3542,27
Lexus,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,454,3741,26
Lexus,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,454,3965,25
Lexus,premium,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,454,47975,20
Lexus,premium,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,51375,19
Lexus,premium,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,52375,18
Lexus,premium,338.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,29,454,60430,11
Lexus,premium,338.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,29,454,61330,10
Lexus,premium,338.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,29,454,63080,9
Lexus,premium,342.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,454,53470,16
Lexus,premium,342.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,454,54070,15
Lexus,premium,342.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,454,55370,14
Lexus,premium,467.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16,454,84440,9
Nissan,premium,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16,2009,111510,10
Nissan,premium,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16,2009,115710,10
Nissan,premium,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16,2009,101770,10
Nissan,premium,600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,23,16,2009,149990,10
Nissan,premium,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16,2009,111510,9
Nissan,premium,600.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16,2009,149990,9
Nissan,premium,545.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16,2009,101770,9
Nissan,premium,565.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Coupe,22,16,2009,109990,8
Ford,premium,550.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,5657,149995,20
Ford,premium,550.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,5657,149995,19
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,26275,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,31695,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,24595,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25095,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,27375,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,29995,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,29545,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,27845,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,31095,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,28445,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,28945,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,23995,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,25695,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,26875,13
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,30595,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,27975,13
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,29895,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,29695,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,30795,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25300,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,24200,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,25895,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,30995,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,30395,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,28795,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,25095,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,28395,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,27295,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,28195,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,31495,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,24795,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,26195,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,32095,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,27895,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,29295,12
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,26795,12
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,26195,11
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,29695,11
Volkswagen,premium,200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,25095,11
Volkswagen,premium,200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,30795,11
Pontiac,premium,350.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,20,15,210,31795,21
Pontiac,premium,400.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,19,14,210,32295,20
Pontiac,premium,400.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,19,14,210,31290,19
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,454,49485,10
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,454,61115,10
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,454,50780,9
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,454,62155,9
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,15,454,51280,8
Lexus,premium,301.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,15,454,62980,8
Lexus,regular,263.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,454,46635,18
Lexus,premium,263.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,454,47315,17
Lexus,premium,263.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,454,47615,16
HUMMER,regular,242.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,13,130,39290,17
HUMMER,regular,242.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,13,130,30995,17
HUMMER,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,13,130,39560,17
HUMMER,regular,242.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,33390,16
HUMMER,regular,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,43130,16
HUMMER,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,13,130,41705,16
HUMMER,flex-fuel,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,13,130,41705,15
HUMMER,regular,239.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,33390,15
HUMMER,regular,239.0,5.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,38365,15
HUMMER,regular,239.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,35960,15
HUMMER,regular,239.0,5.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,130,30750,16
HUMMER,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,16,13,130,36015,16
HUMMER,flex-fuel,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,16,13,130,39205,15
HUMMER,regular,239.0,5.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,130,30915,15
HUMMER,regular,239.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,130,36355,15
HUMMER,flex-fuel,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,16,13,130,35680,15
HUMMER,regular,239.0,5.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,130,33485,15
Chevrolet,flex-fuel,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,22,1385,20720,16
Chevrolet,premium,260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,21,1385,25135,16
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,18720,16
Chevrolet,premium,260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,21,1385,24815,16
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19030,16
Chevrolet,flex-fuel,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,22,1385,21030,16
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,20030,15
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,18720,15
Chevrolet,premium,260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,29,21,1385,26255,15
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19720,15
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19030,15
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,18720,14
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19030,14
Chevrolet,flex-fuel,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19720,14
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,47300,11
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,49790,11
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,47850,10
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,50340,10
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,50485,9
Toyota,regular,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,47870,9
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,34750,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,31070,10
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,44140,10
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,38050,10
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,41650,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,42680,10
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,32530,10
Toyota,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,20,2031,29765,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,33290,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,36590,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,40190,10
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,34395,9
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,38775,9
Toyota,regular,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,20,2031,30490,9
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,42375,9
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,44990,9
Toyota,regular,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,33475,9
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,43530,9
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,32015,9
Toyota,regular,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,2031,40915,9
